 Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Temp. (K),Discovery method,Discovery Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,Mass Category,Period Category,Distance Category,Radius Category,Star Temp Category,IS Habbitable
OGLE-2018-BLG-1647b,0.970,1.166,232.300,1.360,1442.00,Microlensing,2006,26000.000,0.092,5601,None,Medium,Long,Far,Medium,Sun-like,0
OGLE-2019-BLG-0249L b,7.120,1.166,232.300,1.840,1442.00,Microlensing,2006,21000.000,0.910,5601,None,Giant,Long,Far,Medium,Sun-like,0
OGLE-2019-BLG-0362Lb,3.260,1.166,232.300,2.180,1442.00,Microlensing,2006,19000.000,0.420,5601,Multiple solutions for planetary parameters,Giant,Long,Far,Medium,Sun-like,0
OGLE-2019-BLG-0551,0.024,1.166,232.300,1442.000,1442.00,Microlensing,2006,167.585,1.080,5601,Poorly characterized free-floating planet,Small,Long,Mid-Range,Medium,Sun-like,0
OGLE-2019-BLG-0679L b,3.340,1.166,232.300,6.990,1442.00,Microlensing,2006,18000.000,0.660,5601,None,Giant,Long,Far,Medium,Sun-like,0
OGLE-2019-BLG-0960Lb,0.007,1.166,232.300,1.750,1442.00,Microlensing,2006,2900.000,0.450,5601,Smallest planet discovered by microlensing,Small,Long,Far,Medium,Sun-like,0
OGLE-2019-BLG-1470LABc,2.200,1.166,232.300,3.100,1442.00,Microlensing,2006,20000.000,0.550,5601,Circumbinary planet,Giant,Long,Far,Medium,Sun-like,0
Omega Serpentis b,1.700,1.166,277.020,1.100,1442.00,Radial Velocity,2006,263.000,2.170,4770,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Omicron Coronae Borealis b,1.500,1.166,187.830,0.830,1442.00,Radial Velocity,2006,274.100,2.130,4749,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Omicron Ursae Majoris b,4.100,1.166,1630.000,3.900,1442.00,Radial Velocity,2006,183.700,3.090,5242,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Oph 11 b,14.000,1.166,7300000.000,243.000,2175.00,Imaging,2006,407.710,0.020,2375,None,Giant,Long,Mid-Range,Medium,Cool,0
PDS 70b,8.000,>1.3,43500.000,22.000,1442.00,Imaging,2006,369.960,0.760,3972,None,Giant,Long,Mid-Range,Large,Cool,0
PDS 70c,8.000,1.166,232.300,34.500,1442.00,Imaging,2006,369.960,0.760,3972,None,Giant,Long,Mid-Range,Medium,Cool,0
PH2b,1.981,0.903,282.526,0.828,281.00,Transit,2006,1130.000,0.940,5629,Also called Kepler-86b,Giant,Long,Far,Medium,Sun-like,0
Pi Mensae c,0.015,0.182,6.268,0.068,1169.80,Transit,2006,59.620,1.094,6037,None,Small,Ultra Short,Nearby,Small,Hot,0
Pi Mensae d,0.042,1.166,124.640,1442.000,1442.00,Radial Velocity,2006,59.620,1.110,6013,None,Small,Long,Nearby,Medium,Hot,0
Pollux b,2.300,1.166,589.640,1.640,1442.00,Radial Velocity,2006,33.730,2.100,4946,Proper name Thestias,Giant,Long,Nearby,Medium,Sun-like,0
POTS-1b,2.310,0.941,3.161,0.037,1442.00,Transit,2006,3900.000,0.690,4400,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Pr0201 b,0.540,1.166,4.426,1442.000,1442.00,Radial Velocity,2006,610.000,1.230,6174,In Beehive Cluster,Medium,Ultra Short,Far,Medium,Hot,0
Pr0211 b,1.880,1.166,2.146,0.032,1442.00,Radial Velocity,2006,610.000,0.940,5300,Multi-planet system In Beehive Cluster,Giant,Ultra Short,Far,Medium,Sun-like,0
Pr0211 c,7.790,1.166,4850.000,5.500,1442.00,Radial Velocity,2006,167.585,0.940,5300,Host star belongs to Beehive Cluster,Giant,Long,Mid-Range,Medium,Sun-like,0
Proxima Centauri b,0.004,1.166,11.186,0.049,1442.00,Radial Velocity,2006,4.200,0.120,3050,"Nearest exoplanet to the Solar System, and is potentially habitable",Small,Short,Nearby,Medium,Cool,0
Proxima Centauri c,0.018,1.166,1928.000,1.489,39.00,Radial Velocity,2006,4.244,0.122,3042,Second planet discovered orbiting nearest star to the Solar System,Small,Long,Nearby,Medium,Cool,0
Proxima Centauri d,0.001,1.166,5.122,0.029,360.00,Radial Velocity,2006,4.247,0.122,2900,None,Small,Ultra Short,Nearby,Medium,Cool,0
Psi1 Draconis Bb,1.530,1.166,3117.000,4.430,1442.00,Radial Velocity,2006,72.300,1.190,6212,None,Giant,Long,Nearby,Medium,Hot,0
PSO J318.5−22,6.500,1.530,232.300,1442.000,1160.00,Imaging,2006,80.000,1.080,5601,Rogue planet,Giant,Long,Nearby,Large,Sun-like,0
PSR B0329+54 b,0.006,1.166,10140.000,10.260,1442.00,Timing,2006,1600.000,1.440,5601,Dubious,Small,Long,Far,Medium,Sun-like,0
PSR J1719-1438 b,1.200,1.166,0.091,0.004,1442.00,Timing,2006,3914.000,1.400,4500,Shortest orbital period of any known exoplanet,Giant,Ultra Short,Far,Medium,Sun-like,0
PSR J2007+3120 b,0.007,1.166,723.000,1442.000,1442.00,Timing,2006,22000.000,1.080,5601,"Pulsar planet, another planet in the system is suspected.",Small,Long,Far,Medium,Sun-like,0
PSR J2322-2650 b,0.795,1.166,0.323,0.010,1442.00,Timing,2006,750.000,1.400,5601,None,Medium,Ultra Short,Far,Medium,Sun-like,0
q1 Eridani b,0.940,1.166,989.200,2.015,1442.00,Radial Velocity,2006,56.560,1.110,6218,None,Medium,Long,Nearby,Medium,Hot,0
Qatar 1 b,1.294,1.143,1.420,0.023,1532.00,Transit,2006,608.660,0.840,5013,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Qatar-10b,0.736,1.543,1.645,0.029,1955.00,Transit,2006,1760.000,1.160,6124,None,Medium,Ultra Short,Far,Large,Hot,0
Qatar-2 b,2.494,1.254,1.337,0.022,1344.00,Transit,2006,594.670,0.740,4645,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Qatar-3b,4.310,1.096,2.508,0.038,1681.00,Transit,2006,167.585,1.150,6007,None,Giant,Ultra Short,Mid-Range,Medium,Hot,0
Qatar-4b,6.100,1.135,1.805,0.028,1385.00,Transit,2006,167.585,0.900,5215,None,Giant,Ultra Short,Mid-Range,Medium,Sun-like,0
Qatar-5b,4.320,1.107,2.879,0.041,1415.00,Transit,2006,167.585,1.130,5747,None,Giant,Ultra Short,Mid-Range,Medium,Sun-like,0
Qatar-6b,0.668,1.062,3.506,0.042,1442.00,Transit,2006,330.000,0.822,5052,None,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
Qatar-7b,1.880,1.700,{2.0320460±0.0000097,0.035,1442.00,Transit,2006,2364.634,1.409,6387,None,Giant,Long,Far,Large,Hot,0
Qatar-8b,0.371,1.285,3.715,0.047,1457.00,Transit,2006,902.500,1.030,5738,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Qatar-9b,1.190,1.009,1.541,0.023,1134.00,Transit,2006,689.500,0.720,4309,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Rho Coronae Borealis c,0.079,1.166,102.540,0.412,448.00,Radial Velocity,2006,56.200,0.890,5627,None,Small,Long,Nearby,Medium,Sun-like,0
Ross 128 b,0.004,1.166,9.866,0.050,301.00,Radial Velocity,2006,11.030,0.170,3192,None,Small,Ultra Short,Nearby,Medium,Cool,0
Ross 458 c,6.285,1.220,232.300,1168.000,1442.00,Imaging,2006,37.540,0.490,3621,Has the largest orbit for a circumbinary planet,Giant,Long,Nearby,Medium,Cool,0
Ross 508 b,0.013,1.166,10.760,0.054,1442.00,Radial Velocity,2006,36.594,0.177,3071,"Host star also known as Gliese 585, planet close to habitable zone.",Small,Short,Nearby,Medium,Cool,0
ROXs 12b,16.000,1.166,232.300,210.000,1442.00,Imaging,2006,390.000,0.870,3850,None,Giant,Long,Mid-Range,Medium,Cool,0
ROXs 42Bb,9.000,1.166,232.300,157.000,1442.00,Imaging,2006,440.000,1.000,5601,None,Giant,Long,Mid-Range,Medium,Sun-like,0
RR Caeli b,3.000,1.166,1900.000,5.200,1442.00,Timing,2006,69.100,0.180,3100,Circumbinary planet around red and white dwarfs.,Giant,Long,Nearby,Medium,Cool,0
SAND364 b,1.540,1.166,121.710,1442.000,1442.00,Radial Velocity,2006,2730.000,1.350,4284,"Belongs to Messier 67, also known as BD+12 1917b",Giant,Long,Far,Medium,Sun-like,0
SAND978 b,2.180,1.166,511.210,1442.000,1442.00,Radial Velocity,2006,2051.300,1.370,4200,"Red giant host star, belonging to M67, is also known as NGC 2682 108",Giant,Long,Far,Medium,Sun-like,0
SDSS J1228+1040 b,1.981,0.001,0.086,0.003,1800.00,Timing,2006,413.338,0.705,5601,The smallest known exoplanet discovered.,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
SR 12 AB c,13.000,1.166,232.300,1100.000,1442.00,Imaging,2006,366.000,1.080,3828,"Circumbinary, already at the deuterium-burning mass limit and still accreting.",Giant,Long,Mid-Range,Medium,Cool,0
SWEEPS-04b,3.800,0.810,4.200,0.055,1442.00,Transit,2006,28000.000,1.240,5601,None,Giant,Ultra Short,Far,Medium,Sun-like,0
SWEEPS-11b,9.700,1.130,1.796,0.030,1442.00,Transit,2006,28000.000,1.100,5601,None,Giant,Ultra Short,Far,Medium,Sun-like,0
TAP 26 b,1.660,1.166,10.790,0.097,1442.00,Radial Velocity,2006,480.000,1.040,4620,Host star also known as V1069 Tauri,Giant,Short,Mid-Range,Medium,Sun-like,0
Tau Ceti e,0.012,1.166,162.870,0.538,1442.00,Radial Velocity,2006,12.000,0.780,5601,Potentially habitable exoplanet,Small,Long,Nearby,Medium,Sun-like,0
Tau Ceti f,0.012,1.166,636.130,1.334,1442.00,Radial Velocity,2006,12.000,0.780,5601,None,Small,Long,Nearby,Medium,Sun-like,0
Tau Ceti g,0.006,1.166,20.000,0.133,1442.00,Radial Velocity,2006,12.000,0.780,5601,None,Small,Short,Nearby,Medium,Sun-like,0
Tau Ceti h,0.006,1.166,49.410,0.243,1442.00,Radial Velocity,2006,12.000,0.780,5601,None,Small,Short,Nearby,Medium,Sun-like,0
TCP J05074264+2447555 b,0.029,1.166,232.300,0.500,1442.00,Microlensing,2006,1200.000,0.250,5601,Also known as Kojima-1Lb,Small,Long,Far,Medium,Sun-like,0
Teegarden b,0.003,1.166,4.910,0.025,1442.00,Radial Velocity,2006,12.500,0.090,2904,None,Small,Ultra Short,Nearby,Medium,Cool,0
Teegarden c,0.003,1.166,11.409,0.044,226.00,Radial Velocity,2006,12.500,0.090,2904,Potentially habitable exoplanet,Small,Short,Nearby,Medium,Cool,0
TIC 237913194b,1.942,1.117,15.169,0.121,974.00,Transit,2006,1009.000,1.026,5788,Very eccentric orbit,Giant,Short,Far,Medium,Sun-like,0
TIC 279401253 b,6.140,1.000,76.800,0.369,1442.00,Transit,2006,937.000,1.130,5951,None,Giant,Short,Far,Medium,Sun-like,0
TIC 279401253 c,8.020,1.166,155.300,0.591,1442.00,Radial Velocity,2006,937.000,1.130,5951,None,Giant,Long,Far,Medium,Sun-like,0
TIC 365102760 b,0.060,0.550,4.213,0.062,1442.00,Transit,2006,1810.000,1.210,4694,Still have an atmosphere despite of high temperature and low mass,Small,Ultra Short,Far,Medium,Sun-like,0
TOI 122b,0.028,0.243,5.078,0.039,471.00,Transit,2006,202.900,0.312,3403,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI 169 b [ja],0.791,1.086,2.255,0.035,1715.00,Transit,2006,1345.000,1.147,5880,None,Medium,Ultra Short,Far,Medium,Sun-like,0
TOI 237b,0.009,0.128,5.436,0.034,388.00,Transit,2006,124.200,0.179,3212,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI 540 b [ja],1.981,0.081,1.239,0.012,611.00,Transit,2006,45.670,0.159,3216,None,Giant,Ultra Short,Nearby,Small,Cool,0
TOI 824 b,0.058,0.261,1.393,0.022,1253.00,Transit,2006,208.000,0.690,4569,"Neptunian Desert planet, likely stripped of hydrogen envelope",Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI 837 b,<1.2,0.768,8.325,1442.000,1442.00,Transit,2006,466.500,1.118,6047,Belongs to open cluster IC 2602,Giant,Ultra Short,Mid-Range,Medium,Hot,0
TOI-1064b,0.043,0.231,6.444,0.062,784.00,Transit,2006,224.500,0.748,4734,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1064c,0.008,0.237,12.227,0.094,634.00,Transit,2006,224.500,0.748,4734,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1075 b,0.031,0.160,0.605,0.012,1323.00,Transit,2006,200.400,0.604,3875,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI-1107b,3.350,1.300,4.078,0.056,1728.00,Transit,2006,925.000,1.350,6311,None,Giant,Ultra Short,Far,Medium,Hot,0
TOI-1130 b,1.981,0.326,4.066,0.044,876.00,Transit,2006,190.000,0.684,4250,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1130 c,0.974,1.500,8.350,0.071,637.00,Transit,2006,190.000,0.684,4250,None,Medium,Ultra Short,Mid-Range,Large,Sun-like,0
TOI-1136 b,0.010,0.170,4.173,1442.000,1442.00,Transit,2006,275.800,1.022,5770,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1136 c,0.019,0.257,6.257,1442.000,1442.00,Transit,2006,275.800,1.022,5770,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1136 d,0.025,0.413,12.519,1442.000,1442.00,Transit,2006,275.800,1.022,5770,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1136 e,0.017,0.236,18.799,1442.000,1442.00,Transit,2006,275.800,1.022,5770,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1136 f,0.026,0.346,26.316,1442.000,1442.00,Transit,2006,275.800,1.022,5770,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1136 g,0.015,0.226,39.539,1442.000,1442.00,Transit,2006,275.800,1.022,5770,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1181 b,1.180,1.300,2.103,1442.000,2162.00,Transit,2006,1013.000,1.380,6260,Subgiant host star,Giant,Ultra Short,Far,Medium,Hot,0
TOI-1221 b,1.981,0.259,91.683,0.404,400.00,Transit,2006,447.100,1.030,5592,None,Giant,Short,Mid-Range,Small,Sun-like,0
TOI-1235 b,0.022,0.155,3.445,0.038,754.00,Transit,2006,129.000,0.640,3872,one more suspected planet in system,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI-1246 b [ja],0.026,0.269,4.307,0.049,955.00,Transit,2006,557.900,1.120,5217,None,Small,Ultra Short,Far,Small,Sun-like,0
TOI-1246 c [ja],0.028,0.224,5.904,0.061,860.00,Transit,2006,557.900,1.120,5217,None,Small,Ultra Short,Far,Small,Sun-like,0
TOI-1246 d [ja],0.017,0.313,18.656,0.131,586.00,Transit,2006,557.900,1.120,5217,None,Small,Short,Far,Small,Sun-like,0
TOI-1246 e [ja],0.047,0.338,37.922,0.211,462.00,Transit,2006,557.900,1.120,5217,None,Small,Short,Far,Small,Sun-like,0
TOI-125 b,0.030,0.243,4.654,0.052,1037.00,Transit,2006,363.338,0.859,5320,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-125 c,0.021,0.246,9.151,0.814,827.80,Transit,2006,363.338,0.859,5320,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-125 d,0.043,0.261,19.980,0.052,638.10,Transit,2006,363.338,0.859,5320,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1259Ab,0.441,1.022,3.478,0.041,936.00,Transit,2006,385.000,0.680,4775,Also white dwarf on a wide orbit,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
TOI-1260 d,0.037,0.276,16.608,0.112,499.00,Transit,2006,239.500,0.660,4227,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1266 b,0.042,0.212,10.895,0.074,413.00,Transit,2006,117.500,0.480,3570,None,Small,Short,Mid-Range,Small,Cool,0
TOI-1266 b [ja],1.981,0.219,10.895,0.075,410.00,Transit,2006,117.400,0.437,3563,None,Giant,Short,Mid-Range,Small,Cool,0
TOI-1266 c,0.007,0.139,18.802,0.106,344.00,Transit,2006,117.500,0.480,3570,None,Small,Short,Mid-Range,Small,Cool,1
TOI-1266 c [ja],1.981,0.149,18.802,0.104,347.10,Transit,2006,117.400,0.437,3563,Possibly atmosphere of steam,Giant,Short,Mid-Range,Small,Cool,1
TOI-1268 b,0.303,0.810,8.158,0.072,919.00,Transit,2006,359.100,0.920,5290,None,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
TOI-1272 b,0.077,0.370,3.316,0.041,961.00,Transit,2006,450.600,0.851,4985,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1272 c,0.084,1.166,8.689,0.078,697.00,Radial Velocity,2006,450.600,0.851,4985,None,Small,Ultra Short,Mid-Range,Medium,Sun-like,0
TOI-1288 b,0.071,0.454,2.700,0.043,1442.00,Transit,2006,375.300,1.460,5307,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1288 c,0.264,1.166,443.000,1442.000,1442.00,Radial Velocity,2006,375.300,1.460,5307,None,Medium,Long,Mid-Range,Medium,Sun-like,0
TOI-132 b,0.070,0.305,2.110,0.026,1395.00,Transit,2006,536.430,0.970,5397,None,Small,Ultra Short,Far,Small,Sun-like,0
TOI-1333 A b,2.370,1.396,4.720,0.063,1679.00,Transit,2006,653.000,1.464,6274,Host star also known as BD+47 3521A.,Giant,Ultra Short,Far,Medium,Hot,0
TOI-1338 b,0.104,0.610,95.200,0.461,724.00,Transit,2006,1301.000,1.080,5601,First circumbinary planet discovered by TESS,Medium,Short,Far,Medium,Sun-like,0
TOI-1338 c,0.205,1.166,215.500,0.794,1442.00,Radial Velocity,2006,1318.000,1.130,6160,Circumbinary planet,Medium,Long,Far,Medium,Hot,0
TOI-139 b,0.021,0.219,11.071,1442.000,561.17,Transit,2006,138.400,0.690,4570,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1410 b,0.033,0.290,1.217,1442.000,1181.44,Transit,2006,236.800,0.796,4668,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1411 b,1.981,0.121,1.452,0.023,1136.00,Transit,2006,106.000,0.590,4266,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1422 b,0.028,0.354,12.997,0.108,867.00,Transit,2006,504.170,0.981,5840,Another planet in the system is suspected.,Small,Short,Far,Small,Sun-like,0
TOI-1442 b,1.981,0.104,0.409,0.007,1072.00,Transit,2006,134.500,0.290,3330,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
TOI-1452 b,0.015,0.149,11.062,0.061,326.00,Transit,2006,99.510,0.249,3185,Also a red dwarf on a 97AU separation in the system,Small,Short,Nearby,Small,Cool,1
TOI-1468 b,0.010,0.114,1.881,1442.000,682.20,Transit,2006,80.640,0.339,3496,None,Small,Ultra Short,Nearby,Small,Cool,0
TOI-1468 c,0.021,0.184,15.532,1442.000,337.50,Transit,2006,80.640,0.339,3496,None,Small,Short,Nearby,Small,Cool,1
TOI-1478 b,0.847,1.061,10.180,0.090,918.00,Transit,2006,498.000,0.946,5595,None,Medium,Short,Mid-Range,Medium,Sun-like,0
TOI-150b,1.750,1.380,5.857,0.058,1493.00,Transit,2006,1095.890,1.250,6003,None,Giant,Ultra Short,Far,Medium,Hot,0
TOI-1516 b,3.160,1.360,2.056,1442.000,1820.00,Transit,2006,804.600,1.085,6420,None,Giant,Ultra Short,Far,Medium,Hot,0
TOI-157 b [ja],1.180,1.290,2.085,0.031,1588.00,Transit,2006,1171.000,0.948,5404,None,Giant,Ultra Short,Far,Medium,Sun-like,0
TOI-1601 b,0.990,1.239,5.332,0.069,1619.00,Transit,2006,1096.000,1.517,5948,None,Medium,Ultra Short,Far,Medium,Sun-like,0
TOI-163b,1.220,1.489,4.231,0.058,1669.00,Transit,2006,1359.000,1.440,6495,None,Giant,Ultra Short,Far,Medium,Hot,0
TOI-1669 b,0.013,0.214,2.700,1442.000,1442.00,Transit,2006,364.600,1.000,5542.3,"Host star also known as BD+82 71, planet suspected since 2020",Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1669 c,0.602,1.166,501.000,1442.000,1442.00,Radial Velocity,2006,364.600,1.000,5542.3,"Host star also known as BD+82 71, additional long-period companion is suspected.",Medium,Long,Mid-Range,Medium,Sun-like,0
TOI-1670 b,0.040,0.184,10.985,0.103,1062.00,Transit,2006,540.600,1.210,6170,None,Small,Short,Far,Small,Hot,0
TOI-1670 c,0.630,0.987,40.750,0.249,684.00,Transit,2006,540.600,1.210,6170,None,Medium,Short,Far,Medium,Hot,0
TOI-1693 b,1.981,0.126,1.767,0.023,764.00,Transit,2006,100.600,0.490,3499,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
TOI-1694 b,0.098,0.461,3.800,1442.000,1442.00,Transit,2006,405.700,0.840,5066,"Host star also known as TYC 4108-1434-1, planet suspected since 2020",Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1694 c,0.929,1.166,393.200,1442.000,1442.00,Radial Velocity,2006,405.700,0.840,5066,Host star also known as TYC 4108-1434-1,Medium,Long,Mid-Range,Medium,Sun-like,0
TOI-1695 b,0.017,0.181,3.134,0.034,590.00,Transit,2006,147.200,0.510,3627,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI-1696 b,0.178,0.276,2.500,0.023,489.00,Transit,2006,210.800,0.255,3185,None,Medium,Ultra Short,Mid-Range,Small,Cool,0
TOI-1710 b,0.089,0.477,24.283,0.160,687.00,Transit,2006,264.700,0.984,5665,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1728 b [ja],0.084,0.450,3.492,0.039,767.00,Transit,2006,198.200,0.646,3980,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI-172b,5.420,0.965,9.477,0.091,1442.00,Transit,2006,1097.418,1.128,5645,None,Giant,Ultra Short,Far,Medium,Sun-like,0
TOI-1759 b,0.021,0.279,18.850,0.118,433.00,Transit,2006,130.850,0.606,4065,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-175b,0.001,0.064,2.253,0.022,627.00,Transit,2006,34.636,0.273,3415,"To date, it is the lowest mass planet confirmed, or measured, using the radial velocity technique. Host star also known as L 98-59.",Small,Ultra Short,Nearby,Small,Cool,0
TOI-178b,0.005,0.102,1.915,0.026,1040.00,Transit,2006,205.160,0.650,4316,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-178c,0.015,0.149,3.238,0.037,873.00,Transit,2006,205.160,0.650,4316,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-178d,0.009,0.229,6.558,0.059,690.00,Transit,2006,205.160,0.650,4316,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-178e,0.012,0.197,9.962,0.078,600.00,Transit,2006,205.160,0.650,4316,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-178f,0.024,0.204,15.232,0.104,521.00,Transit,2006,205.160,0.650,4316,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-178g,0.012,0.256,20.710,0.128,470.00,Transit,2006,205.160,0.650,4316,None,Small,Short,Mid-Range,Small,Sun-like,0
TOI-1801 b,0.016,0.187,10.644,1442.000,490.47,Transit,2006,100.800,0.541,3815,None,Small,Short,Mid-Range,Small,Cool,0
TOI-1811 b,0.974,1.002,3.713,0.044,961.50,Transit,2006,418.000,0.819,4753,None,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
TOI-181b,0.128,0.632,4.532,0.056,878.00,Transit,2006,314.000,0.781,4994,None,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
TOI-1820 b,2.300,1.120,4.861,0.069,1295.00,Transit,2006,807.000,1.040,5734,None,Giant,Ultra Short,Far,Medium,Sun-like,0
TOI-1853 b,0.041,0.325,1.244,1442.000,1510.96,Transit,2006,539.000,0.820,5175,None,Small,Ultra Short,Far,Small,Sun-like,0
TOI-1860 b,1.981,0.117,1.066,0.020,1885.00,Transit,2006,149.800,0.990,5752,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-1899 b,0.670,0.990,29.090,0.159,362.00,Transit,2006,419.000,0.627,3841,None,Medium,Short,Mid-Range,Medium,Cool,0
TOI-1937 b,2.010,1.247,0.947,0.019,2097.00,Transit,2006,1366.000,1.072,5814,None,Giant,Ultra Short,Far,Medium,Sun-like,0
TOI-2000 b,0.032,0.236,3.098,0.043,1475.00,Transit,2006,566.300,1.074,5607,None,Small,Ultra Short,Far,Small,Sun-like,0
TOI-2000 c,0.238,0.711,9.127,0.088,1029.00,Transit,2006,566.300,1.074,5607,None,Medium,Ultra Short,Far,Medium,Sun-like,0
TOI-2018 b,0.019,0.204,7.436,1442.000,652.44,Transit,2006,167.585,0.660,4348,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-2025 b,3.510,1.118,8.872,0.089,1172.00,Transit,2006,1095.000,1.176,5928,None,Giant,Ultra Short,Far,Medium,Sun-like,0
TOI-2046 b,2.300,1.440,1.497,1442.000,1998.00,Transit,2006,940.000,1.153,6160,Young host star,Giant,Ultra Short,Far,Medium,Hot,0
TOI-2048 b,1.981,0.184,13.790,1442.000,640.00,Transit,2006,379.700,0.830,5185,Young host star belongs to NGC 3532,Giant,Short,Mid-Range,Small,Sun-like,0
TOI-206 b,1.981,0.116,0.736,0.011,910.00,Transit,2006,155.900,0.350,3383,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
TOI-2081 b,0.016,0.182,10.505,0.075,488.00,Transit,2006,203.260,0.540,3800,None,Small,Short,Mid-Range,Small,Cool,0
TOI-2095 b,1.981,0.116,17.665,0.101,347.00,Transit,2006,136.730,0.465,3662,None,Giant,Short,Mid-Range,Small,Cool,1
TOI-2095 c,1.981,0.124,28.172,0.138,297.00,Transit,2006,136.730,0.465,3662,None,Giant,Short,Mid-Range,Small,Cool,1
TOI-2096 b,0.006,0.110,3.119,0.025,445.00,Transit,2006,158.080,0.231,3300,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI-2096 c,0.015,0.171,6.388,0.040,349.00,Transit,2006,158.080,0.231,3300,None,Small,Ultra Short,Mid-Range,Small,Cool,1
TOI-2134 b,0.029,0.264,9.229,1442.000,665.25,Transit,2006,167.585,0.690,4569,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
TOI-2136 b,0.020,0.196,7.852,0.057,395.00,Transit,2006,108.820,0.340,3342,None,Small,Ultra Short,Mid-Range,Small,Cool,0
TOI-2145 b,5.350,1.103,10.261,0.111,1484.00,Transit,2006,733.000,1.720,6189,Host star also known as HIP 86040,Giant,Short,Far,Medium,Hot,0
